X_01,X_02,X_05,X_06
70.544,103.32,103.15,70.904
66.465,103.32,103.13,66.825
64.425,103.32,101.943,71.923
70.544,103.32,103.157,70.904
71.563,103.32,103.156,71.923
69.524,103.32,103.158,69.884
69.524,103.32,102.029,70.904
66.465,103.32,102.023,66.825
68.504,103.32,103.132,68.864
67.485,103.32,103.135,67.845
66.465,103.32,102.007,67.845
67.485,103.32,101.958,67.845
68.504,103.32,103.14,68.864
66.465,103.32,103.141,66.825
68.504,103.32,103.13,68.864
68.504,103.32,103.157,68.864
68.504,103.32,101.962,70.904
66.465,103.321,102.015,73.963
70.544,103.32,103.157,70.904
65.445,103.321,101.999,65.805
69.524,103.32,101.879,69.884
69.524,103.32,103.122,69.884
66.465,103.321,101.929,70.904
63.406,103.321,101.902,72.943
66.465,103.32,101.985,71.923
67.485,103.32,101.892,73.963
67.485,103.32,101.958,70.904
69.524,103.32,103.158,69.884
66.465,103.321,101.959,66.825
66.465,103.32,103.149,66.825
66.465,103.321,101.98,66.825
67.485,103.32,103.156,67.845
70.544,103.32,103.15,70.904
74.623,103.32,103.158,74.983
68.504,103.32,103.148,68.864
69.524,103.32,103.152,69.884
71.563,103.32,103.156,71.923
65.445,103.321,103.159,65.805
64.425,103.32,101.95,68.864
67.485,103.32,103.146,67.845
68.504,103.321,103.126,68.864
72.583,103.32,103.156,72.943
68.504,103.321,103.153,68.864
72.583,103.32,103.154,72.943
70.544,103.32,103.147,70.904
66.465,103.32,102.009,66.825
66.465,103.32,101.983,67.845
66.465,103.32,102.051,66.825
66.465,103.321,102.014,67.845
73.603,103.32,103.159,73.963
68.504,103.32,103.146,68.864
72.583,103.32,103.157,72.943
70.544,103.32,101.958,70.904
70.544,103.32,103.145,70.904
66.465,103.32,101.981,68.864
69.524,103.32,103.149,69.884
70.544,103.32,103.151,70.904
67.485,103.32,102.003,67.845
67.485,103.32,101.926,69.884
67.485,103.32,101.936,68.864
66.465,103.321,101.989,67.845
66.465,103.32,101.986,66.825
66.465,103.32,102.015,68.864
70.544,103.32,103.157,70.904
65.445,103.321,103.157,65.805
66.465,103.32,103.119,66.825
64.425,103.32,101.955,69.884
72.583,103.32,103.154,72.943
68.504,103.32,101.984,71.923
69.524,103.32,103.154,69.884
69.524,103.321,103.158,69.884
73.603,103.32,103.148,73.963
73.603,103.32,103.16,73.963
67.485,103.32,103.145,67.845
68.504,103.32,101.881,68.864
68.504,103.32,101.96,71.923
74.623,103.32,103.156,74.983
69.524,103.32,102.018,69.884
69.524,103.32,103.156,69.884
66.465,103.32,101.948,69.884
65.445,103.32,103.143,65.805
70.544,103.32,103.147,70.904
68.504,103.32,101.941,69.884
67.485,103.321,103.152,67.845
66.465,103.321,101.983,66.825
69.524,103.32,103.153,69.884
61.366,103.32,101.988,67.845
71.563,103.32,103.133,71.923
65.445,103.32,102.003,68.864
65.445,103.32,101.993,66.825
65.445,103.32,103.136,65.805
64.425,103.32,103.124,64.785
64.425,103.32,101.96,64.785
68.504,103.32,103.151,68.864
65.445,103.321,101.98,68.864
68.504,103.321,102.036,70.904
69.524,103.32,103.147,69.884
66.465,103.32,102.014,69.884
67.485,103.321,101.908,69.884
67.485,103.32,102.047,67.845
65.445,103.32,102.028,66.825
70.544,103.32,103.143,70.904
66.465,103.32,101.983,71.923
66.465,103.32,102.011,68.864
65.445,103.32,102.005,67.845
66.465,103.321,102.01,70.904
69.524,103.32,103.145,69.884
67.485,103.32,102.003,68.864
67.485,103.32,102.045,69.884
65.445,103.32,102.002,69.884
69.524,103.32,103.157,69.884
65.445,103.321,101.984,66.825
66.465,103.32,102.056,67.845
68.504,103.32,103.153,68.864
67.485,103.32,103.143,67.845
64.425,103.32,101.982,68.864
67.485,103.32,102.039,68.864
66.465,103.321,102.053,66.825
70.544,103.32,103.151,70.904
65.445,103.321,102.077,67.845
69.524,103.32,103.143,69.884
68.504,103.321,103.157,68.864
69.524,103.32,103.141,69.884
69.524,103.32,103.141,69.884
68.504,103.32,103.13,68.864
64.425,103.32,103.139,64.785
67.485,103.32,103.142,67.845
70.544,103.32,103.152,70.904
72.583,103.32,103.158,72.943
67.485,103.32,103.136,67.845
66.465,103.32,101.988,68.864
72.583,103.32,103.158,72.943
71.563,103.32,103.159,71.923
67.485,103.32,103.135,67.845
70.544,103.32,103.149,70.904
69.524,103.321,103.137,69.884
66.465,103.32,103.155,66.825
69.524,103.321,103.151,69.884
64.425,103.32,102.068,67.845
69.524,103.32,102.01,70.904
67.485,103.32,102.003,68.864
67.485,103.32,102.007,67.845
69.524,103.32,103.158,69.884
67.485,103.32,102.049,70.904
65.445,103.321,102.012,67.845
67.485,103.32,103.148,67.845
67.485,103.321,102.016,69.884
66.465,103.32,101.974,67.845
69.524,103.32,103.146,69.884
68.504,103.32,103.15,68.864
68.504,103.32,103.138,68.864
66.465,103.32,102.005,66.825
64.425,103.32,101.951,67.845
67.485,103.32,101.992,71.923
66.465,103.32,101.955,66.825
66.465,103.32,102.035,68.864
67.485,103.32,101.983,71.923
66.465,103.32,102.037,70.904
66.465,103.321,101.937,68.864
68.504,103.32,102.005,71.923
67.485,103.32,101.985,67.845
67.485,103.32,101.962,67.845
65.445,103.32,101.959,66.825
64.425,103.321,102.026,67.845
65.445,103.32,101.941,68.864
66.465,103.32,102.022,68.864
64.425,103.321,102.031,66.825
68.504,103.32,101.989,69.884
67.485,103.32,102.021,69.884
65.445,103.32,102.013,69.884
71.563,103.32,103.151,71.923
68.504,103.32,102.008,70.904
66.465,103.32,101.903,68.864
70.544,103.32,102.013,70.904
68.504,103.321,101.963,68.864
69.524,103.32,101.986,69.884
65.445,103.32,102.03,70.904
68.504,103.32,101.946,69.884
66.465,103.32,101.926,66.825
64.425,103.32,101.964,64.785
67.485,103.32,103.152,67.845
64.425,103.32,101.947,64.785
64.425,103.321,103.13,64.785
66.465,103.32,103.143,66.825
66.465,103.32,103.144,66.825
64.425,103.32,103.146,64.785
64.425,103.32,101.922,64.785
65.445,103.32,101.898,66.825
65.445,103.32,101.96,66.825
66.465,103.32,102.01,66.825
65.445,103.32,101.993,65.805
68.504,103.32,103.151,68.864
64.425,103.32,102.006,65.805
66.465,103.32,102.015,66.825
66.465,103.321,101.972,66.825
71.563,103.321,103.157,71.923
64.425,103.32,102.041,65.805
69.524,103.32,103.146,69.884
66.465,103.32,103.137,66.825
71.563,103.32,103.156,71.923
66.465,103.32,102.005,66.825
67.485,103.32,103.142,67.845
66.465,103.32,101.967,66.825
66.465,103.321,101.961,67.845
67.485,103.32,101.973,68.864
67.485,103.32,101.943,68.864
67.485,103.32,101.945,67.845
68.504,103.32,103.156,68.864
68.504,103.32,101.987,68.864
70.544,103.321,103.146,70.904
69.524,103.32,102.013,69.884
67.485,103.32,103.142,67.845
67.485,103.32,102.052,67.845
68.504,103.32,103.144,68.864
69.524,103.32,103.157,69.884
68.504,103.32,103.156,68.864
66.465,103.32,101.992,69.884
66.465,103.32,102.006,67.845
66.465,103.32,102.067,67.845
67.485,103.32,103.148,67.845
67.485,103.32,101.99,68.864
67.485,103.32,102.042,71.923
67.485,103.321,102.04,67.845
67.485,103.32,102.063,68.864
69.524,103.321,103.141,69.884
64.425,103.321,102.072,67.845
69.524,103.32,103.153,69.884
66.465,103.32,102.043,66.825
68.504,103.32,101.936,68.864
66.465,103.32,101.984,66.825
66.465,103.32,101.921,66.825
63.406,103.32,102.113,66.825
69.524,103.32,103.14,69.884
67.485,103.32,102.014,67.845
68.504,103.32,103.136,68.864
64.425,103.32,102.008,66.825
66.465,103.32,101.964,67.845
63.406,103.32,101.994,67.845
66.465,103.32,103.159,66.825
69.524,103.32,103.145,69.884
68.504,103.321,103.142,68.864
68.504,103.32,101.966,68.864
68.504,103.32,102.03,68.864
66.465,103.32,102.019,66.825
67.485,103.32,103.148,67.845
70.544,103.32,103.15,70.904
64.425,103.321,101.978,66.825
64.425,103.32,101.945,64.785
68.504,103.32,103.159,68.864
68.504,103.32,103.155,68.864
66.465,103.32,101.979,67.845
68.504,103.32,103.133,68.864
68.504,103.32,103.148,68.864
66.465,103.32,102.005,69.884
68.504,103.32,103.135,68.864
69.524,103.32,103.151,69.884
69.524,103.32,103.153,69.884
68.504,103.32,102.046,68.864
65.445,103.32,102.019,68.864
69.524,103.32,102.014,69.884
69.524,103.32,103.153,69.884
69.524,103.32,103.157,69.884
70.544,103.32,103.158,70.904
70.544,103.32,103.158,70.904
66.465,103.321,103.142,66.825
69.524,103.32,103.152,69.884
69.524,103.32,103.148,69.884
68.504,103.32,103.145,68.864
68.504,103.32,102.009,69.884
68.504,103.32,103.151,68.864
69.524,103.32,103.158,69.884
68.504,103.32,101.966,70.904
67.485,103.32,103.148,67.845
67.485,103.321,103.136,67.845
64.425,103.32,101.957,69.884
71.563,103.32,103.155,71.923
66.465,103.321,102.015,67.845
69.524,103.32,101.999,70.904
67.485,103.32,102.051,67.845
69.524,103.32,103.152,69.884
66.465,103.321,102.003,67.845
66.465,103.32,102.029,66.825
66.465,103.321,102.086,69.884
67.485,103.32,102.155,67.845
68.504,103.32,102.018,69.884
68.504,103.32,103.14,68.864
69.524,103.32,103.135,69.884
69.524,103.32,103.155,69.884
66.465,103.32,101.946,68.864
68.504,103.32,103.151,68.864
67.485,103.32,103.128,67.845
66.465,103.32,102.011,68.864
65.445,103.32,102.023,65.805
66.465,103.32,101.982,66.825
66.465,103.321,103.141,66.825
67.485,103.32,103.139,67.845
66.465,103.32,103.15,66.825
68.504,103.32,103.139,68.864
64.425,103.32,102.043,64.785
68.504,103.32,103.14,68.864
67.485,103.32,103.132,67.845
63.406,103.321,101.96,67.845
64.425,103.32,101.971,64.785
66.465,103.321,102.01,67.845
66.465,103.321,103.127,66.825
66.465,103.32,102.016,66.825
67.485,103.32,101.974,69.884
67.485,103.321,102.01,67.845
68.504,103.32,101.94,68.864
67.485,103.32,101.971,71.923
66.465,103.32,101.999,70.904
68.504,103.32,101.987,69.884
68.504,103.32,101.999,71.923
70.544,103.32,101.913,71.923
71.563,103.32,103.15,71.923
68.504,103.321,101.935,68.864
67.485,103.32,103.145,67.845
66.465,103.32,101.978,69.884
68.504,103.32,102.012,70.904
68.504,103.32,102.021,69.884
66.465,103.32,102.043,68.864
67.485,103.32,101.997,69.884
70.544,103.32,101.997,71.923
66.465,103.32,102.02,68.864
65.445,103.32,101.992,66.825
68.504,103.32,103.146,68.864
68.504,103.32,102.021,71.923
66.465,103.32,102.051,68.864
68.504,103.32,101.983,68.864
67.485,103.32,102.059,68.864
66.465,103.32,102.014,67.845
69.524,103.321,102.075,71.923
69.524,103.32,101.986,69.884
68.504,103.32,101.962,69.884
66.465,103.32,101.951,69.884
67.485,103.32,102.003,68.864
68.504,103.32,101.947,69.884
66.465,103.32,102.009,71.923
67.485,103.32,101.971,69.884
67.485,103.321,102.022,72.943
67.485,103.32,102.015,69.884
68.504,103.32,101.993,69.884
67.485,103.32,102.023,71.923
67.485,103.32,101.992,70.904
67.485,103.32,102.118,71.923
68.504,103.32,102.064,70.904
68.504,103.32,102.007,69.884
65.445,103.32,102.044,68.864
67.485,103.321,101.992,71.923
64.425,103.32,101.996,69.884
68.504,103.32,101.955,71.923
68.504,103.321,101.918,69.884
66.465,103.321,102.033,68.864
67.485,103.32,102.027,73.963
67.485,103.32,102.002,69.884
69.524,103.321,102.021,71.923
68.504,103.32,102.029,72.943
68.504,103.32,102.115,70.904
70.544,103.32,101.931,71.923
68.504,103.32,101.979,68.864
64.425,103.32,101.96,64.785
69.524,103.32,101.979,69.884
69.524,103.32,101.979,71.923
69.524,103.32,102.048,70.904
68.504,103.321,103.151,68.864
67.485,103.321,101.956,73.963
69.524,103.32,101.969,69.884
67.485,103.32,101.958,72.943
67.485,103.321,101.997,68.864
67.485,103.32,102.03,69.884
68.504,103.32,102.002,69.884
66.465,103.32,101.966,67.845
67.485,103.32,103.143,67.845
67.485,103.321,102.022,67.845
67.485,103.32,102.011,69.884
68.504,103.32,102.065,71.923
67.485,103.32,102.003,70.904
66.465,103.32,102.098,69.884
67.485,103.32,102.027,70.904
69.524,103.32,103.126,69.884
66.465,103.321,102.005,68.864
68.504,103.32,103.154,68.864
67.485,103.32,103.151,67.845
67.485,103.32,102.07,67.845
70.544,103.32,103.146,70.904
71.563,103.32,103.157,71.923
72.583,103.32,103.155,72.943
68.504,103.32,101.926,68.864
69.524,103.32,102.027,70.904
63.406,103.32,102.028,68.864
68.504,103.32,101.968,69.884
68.504,103.32,102.003,69.884
69.524,103.32,103.141,69.884
69.524,103.32,103.145,69.884
69.524,103.32,103.122,69.884
69.524,103.32,103.157,69.884
67.485,103.32,102.023,69.884
76.662,103.32,103.158,77.022
71.563,103.321,103.149,71.923
69.524,103.32,102.004,71.923
71.563,103.32,103.15,71.923
68.504,103.32,103.146,68.864
68.504,103.32,102.074,69.884
67.485,103.32,101.983,68.864
67.485,103.32,102.048,67.845
67.485,103.32,102.048,68.864
69.524,103.32,101.999,70.904
67.485,103.32,101.975,69.884
69.524,103.32,102.036,70.904
68.504,103.32,102.041,69.884
66.465,103.32,102.031,68.864
67.485,103.32,101.896,69.884
68.504,103.32,101.987,69.884
69.524,103.32,103.137,69.884
66.465,103.32,103.121,66.825
66.465,103.32,101.988,67.845
66.465,103.321,101.966,69.884
67.485,103.32,102.022,70.904
67.485,103.32,103.152,67.845
66.465,103.32,101.961,67.845
70.544,103.32,103.157,70.904
69.524,103.321,103.154,69.884
68.504,103.32,102.073,70.904
69.524,103.32,102.022,69.884
67.485,103.32,101.91,67.845
68.504,103.32,101.924,69.884
70.544,103.32,103.139,70.904
68.504,103.32,101.993,71.923
67.485,103.32,101.9,69.884
70.544,103.32,101.947,71.923
70.544,103.32,103.146,70.904
69.524,103.32,101.941,70.904
69.524,103.32,101.995,69.884
67.485,103.32,103.156,67.845
68.504,103.32,103.141,68.864
66.465,103.32,101.953,69.884
69.524,103.32,101.982,70.904
69.524,103.32,103.154,69.884
67.485,103.32,101.975,68.864
66.465,103.32,101.985,71.923
66.465,103.32,101.977,67.845
70.544,103.32,103.152,70.904
66.465,103.32,101.934,66.825
69.524,103.32,101.92,69.884
69.524,103.32,101.97,71.923
71.563,103.32,102.025,72.943
70.544,103.321,103.155,70.904
69.524,103.32,102.003,71.923
67.485,103.32,102.055,71.923
70.544,103.32,103.146,70.904
67.485,103.32,102.15,71.923
68.504,103.321,101.976,69.884
71.563,103.32,103.158,71.923
71.563,103.32,103.127,71.923
67.485,103.321,102.013,70.904
70.544,103.32,103.134,70.904
66.465,103.32,101.926,69.884
69.524,103.32,103.133,69.884
65.445,103.32,102.001,67.845
68.504,103.32,102.051,69.884
68.504,103.32,101.996,68.864
67.485,103.32,102.0,69.884
66.465,103.32,101.977,69.884
69.524,103.32,102.062,69.884
69.524,103.321,102.034,71.923
69.524,103.32,103.157,69.884
70.544,103.32,103.158,70.904
68.504,103.32,101.963,68.864
64.425,103.32,101.904,69.884
66.465,103.32,102.009,67.845
68.504,103.32,101.997,68.864
69.524,103.321,103.157,69.884
68.504,103.321,102.124,69.884
65.445,103.32,101.986,68.864
63.406,103.32,101.966,66.825
68.504,103.32,103.133,68.864
64.425,103.321,102.014,67.845
69.524,103.32,103.152,69.884
68.504,103.32,102.01,68.864
66.465,103.32,103.152,66.825
67.485,103.32,101.924,71.923
63.406,103.32,101.948,70.904
64.425,103.32,101.935,70.904
68.504,103.32,103.152,68.864
67.485,103.32,103.142,67.845
61.366,103.321,101.927,69.884
69.524,103.321,103.146,69.884
68.504,103.32,101.966,68.864
66.465,103.32,102.035,69.884
63.406,103.32,101.85,69.884
68.504,103.321,103.15,68.864
64.425,103.32,101.978,69.884
63.406,103.321,102.002,71.923
68.504,103.321,103.156,68.864
69.524,103.32,101.911,69.884
70.544,103.32,103.157,70.904
68.504,103.321,101.939,71.923
68.504,103.32,103.156,68.864
67.485,103.32,101.94,74.983
67.485,103.32,101.924,73.963
