X_07,X_08,X_09
27.62,103.25,140.36
26.36,108.25,171.75
26.43,99.18,172.2
27.16,75.88,160.3
27.66,104.45,158.23
27.84,104.66,178.88
25.97,133.75,199.51
26.75,134.09,210.91
26.32,218.84,211.61
25.29,133.71,202.19
26.24,134.36,202.7
26.65,98.32,169.33
26.38,99.71,123.65
26.41,133.3,208.67
27.23,133.75,222.53
28.06,134.14,198.39
26.68,132.62,212.29
27.74,133.62,207.66
26.26,129.93,206.86
26.15,132.62,186.97
25.91,132.23,197.23
27.42,134.15,203.11
27.18,133.73,197.74
27.94,133.82,198.5
27.8,134.44,197.89
26.28,133.76,202.27
27.46,245.59,214.13
26.21,133.56,179.12
28.21,238.09,191.92
26.14,134.22,201.3
26.56,143.27,209.25
26.73,132.29,188.58
27.89,133.89,196.84
27.06,133.34,181.28
27.04,132.52,211.6
27.9,133.54,182.33
27.31,133.57,205.44
28.09,134.09,203.91
27.51,134.39,199.55
26.89,133.57,217.14
26.47,132.94,199.81
27.17,133.41,202.53
26.3,133.0,207.9
26.76,132.93,206.5
28.19,134.23,206.54
27.47,134.0,198.43
27.6,133.82,183.34
27.33,132.39,187.5
27.3,133.51,204.82
28.56,138.81,125.27
27.24,242.5,216.99
28.32,134.08,199.56
25.92,133.07,200.33
26.65,133.91,214.38
27.36,128.56,218.44
27.42,133.64,202.21
27.96,134.53,215.46
27.15,133.61,230.96
26.91,134.22,213.42
27.24,134.4,194.92
27.35,134.52,192.7
26.5,133.28,220.2
26.67,132.97,194.55
27.24,134.22,216.93
29.4,175.36,162.22
27.43,131.13,202.57
26.57,109.15,193.43
28.18,134.04,201.11
30.1,1284.59,37.58
27.79,133.44,211.97
27.77,132.11,256.33
27.64,851.71,37.58
26.62,134.04,194.27
27.36,133.33,214.1
27.13,133.89,194.42
25.58,132.9,211.97
27.3,133.65,209.73
27.23,133.39,184.27
28.27,133.24,182.22
27.74,133.32,199.19
26.61,133.63,204.71
26.39,132.89,186.86
27.99,134.3,189.94
26.63,133.15,199.19
27.94,109.03,179.29
26.69,132.56,192.91
27.63,134.06,193.52
27.92,133.82,187.27
27.1,111.26,186.68
27.53,119.27,182.96
26.15,133.26,187.03
25.89,132.36,185.33
27.2,133.34,199.56
24.43,162.24,214.82
26.06,222.63,216.41
24.96,132.62,190.97
27.7,116.51,160.41
26.57,134.55,217.47
24.07,138.38,212.03
27.48,133.11,207.16
27.56,133.97,229.75
27.31,133.71,199.79
27.92,133.58,194.06
26.52,132.41,206.8
25.79,132.89,208.56
26.54,128.62,219.88
27.5,133.52,219.58
28.17,133.49,203.46
27.29,130.85,178.09
27.49,132.51,197.25
26.49,108.05,206.07
27.12,108.67,203.05
28.61,109.26,181.25
26.88,108.7,217.29
26.97,132.82,195.44
25.81,132.39,200.65
26.97,132.38,187.91
27.18,133.2,201.04
26.88,133.26,201.56
26.7,132.51,202.29
26.74,133.21,215.63
26.79,133.07,193.88
26.15,132.61,186.77
27.18,132.74,191.94
26.11,132.79,192.33
27.65,133.54,220.59
26.57,132.4,197.33
25.82,132.71,191.39
27.56,110.05,170.04
26.51,132.58,199.55
26.41,133.42,207.81
27.83,132.91,194.94
25.11,158.19,199.01
26.29,158.48,221.05
27.88,122.69,186.4
26.03,156.59,197.14
24.2,154.32,208.01
25.61,236.25,196.15
25.99,141.47,213.85
25.3,164.92,216.18
25.43,157.57,214.56
26.34,145.85,168.17
26.16,151.95,169.18
26.52,134.31,198.05
25.77,164.59,222.14
25.64,133.76,214.11
24.64,244.46,218.29
26.7,156.35,218.4
25.92,212.53,211.78
26.32,165.88,223.72
29.42,131.79,199.9
25.22,165.93,229.13
27.86,166.49,251.57
26.3,1408.78,37.58
24.6,150.25,209.62
25.49,134.45,196.9
25.83,166.76,219.32
27.45,133.55,210.29
25.12,169.59,203.71
26.08,166.91,202.03
25.25,175.42,224.08
24.66,247.6,216.0
25.79,168.57,212.04
24.32,149.38,212.01
30.78,918.04,37.58
24.78,158.43,239.07
24.61,371.63,37.58
25.88,150.44,211.99
24.35,360.74,37.58
25.25,145.65,220.89
25.02,353.61,37.58
25.68,280.85,37.58
24.31,228.49,228.78
24.36,228.78,207.23
28.29,254.15,209.77
28.11,262.94,204.6
28.84,129.02,209.97
25.53,165.7,197.92
24.73,174.01,225.92
25.45,161.08,217.14
25.3,273.6,37.58
28.65,117.66,242.71
25.46,146.95,204.3
27.13,118.56,210.51
26.21,107.89,199.6
26.71,109.43,228.51
27.57,110.63,419.06
26.94,123.28,203.3
26.26,106.88,197.77
27.16,116.72,209.81
27.16,119.39,199.58
26.03,109.24,195.54
27.24,120.09,218.46
25.95,99.65,190.65
27.85,118.53,202.98
27.56,118.19,549.85
27.1,123.71,177.31
28.5,118.8,203.87
26.08,116.59,209.15
26.92,109.73,223.01
26.89,117.24,242.04
27.11,117.67,233.22
27.4,119.0,242.19
27.19,123.4,239.15
26.85,106.49,240.47
26.25,126.56,220.06
27.8,118.46,207.85
26.82,107.88,207.85
27.18,118.11,196.95
28.56,119.16,214.04
27.63,118.88,191.69
28.25,109.34,350.28
27.5,108.38,194.23
27.3,119.62,195.76
28.65,111.37,204.36
28.6,211.77,223.7
27.74,117.04,171.34
28.65,113.64,198.11
26.19,117.77,252.5
28.48,108.11,211.82
27.46,109.42,207.06
26.86,123.02,206.78
27.44,110.47,223.89
27.92,119.59,250.73
26.47,108.1,209.62
26.11,123.87,237.13
28.33,76.95,211.93
27.63,121.57,200.46
28.28,110.88,193.22
27.46,117.58,604.56
27.09,124.61,220.96
27.38,117.28,334.35
29.31,59.95,226.44
26.73,119.48,210.03
29.09,74.12,128.48
26.96,113.65,218.24
27.16,118.39,213.98
28.59,119.34,220.12
24.55,106.63,209.86
27.49,107.48,202.42
26.35,116.6,205.59
26.95,100.15,104.64
29.1,119.55,372.85
28.51,119.16,197.4
27.52,117.14,188.43
27.33,109.15,186.88
28.91,116.33,229.13
26.73,116.81,191.75
28.31,109.66,247.28
27.27,106.41,184.96
27.13,93.36,199.12
28.14,115.08,265.43
28.65,106.82,234.13
27.71,217.46,219.73
27.6,116.68,232.21
26.85,110.9,207.7
28.57,109.54,218.27
28.18,119.72,232.99
26.68,117.45,226.74
28.71,118.63,236.31
27.71,109.76,217.86
28.29,107.65,237.99
28.92,205.97,230.85
30.47,127.66,240.83
30.38,109.23,254.42
30.07,119.61,271.53
29.41,93.51,273.71
28.76,119.07,224.91
29.26,85.47,213.93
29.28,120.7,260.58
28.89,107.06,228.16
30.82,109.26,255.1
29.91,126.07,250.79
29.62,119.6,298.15
30.27,72.58,242.93
29.64,120.92,281.36
25.5,106.74,196.73
30.05,111.16,291.38
28.53,124.12,246.98
29.21,117.36,237.3
29.59,108.72,290.07
29.71,119.44,245.66
27.49,388.65,195.05
25.54,114.24,183.62
25.26,1312.44,37.58
27.8,111.03,214.58
28.12,119.75,247.58
27.46,119.41,233.55
28.26,1394.02,37.58
30.19,1486.73,37.58
26.65,118.59,164.91
30.51,121.72,240.34
30.71,120.87,276.94
29.56,118.51,333.98
30.26,136.98,229.91
26.75,101.95,144.35
28.68,115.43,194.64
27.7,103.03,155.86
28.27,135.25,226.57
29.21,119.89,267.05
26.35,115.21,143.98
26.56,116.35,166.47
27.23,201.1,132.43
27.62,114.49,199.17
26.53,110.81,180.82
27.96,123.52,190.85
26.78,87.47,173.45
27.33,114.71,214.75
26.67,107.11,148.01
28.11,116.15,213.93
26.15,115.93,172.22
26.0,120.74,219.69
26.34,116.28,202.88
26.74,102.39,175.54
26.8,206.83,156.59
27.95,115.41,208.69
25.95,179.69,210.1
27.49,113.76,190.37
26.53,120.61,187.07
27.53,104.12,158.66
26.91,99.8,204.43
27.21,102.56,196.3
26.42,194.8,168.1
27.36,186.38,168.99
27.67,101.98,196.08
26.32,123.49,204.53
26.23,187.7,209.99
26.99,104.64,98.93
27.27,189.59,162.99
28.11,117.1,192.98
27.08,117.02,174.81
26.23,214.61,166.6
27.81,108.78,192.22
26.45,227.67,180.3
27.67,107.77,191.45
26.71,110.64,156.05
27.33,104.64,98.73
25.37,119.22,158.27
27.05,119.51,89.96
26.66,114.88,211.76
27.82,109.94,91.25
26.54,112.8,162.93
26.67,118.13,194.1
26.5,103.39,190.65
26.89,116.46,184.29
27.93,118.89,169.66
26.9,113.9,196.3
26.87,117.36,90.97
26.66,116.5,207.49
27.46,117.96,189.72
27.27,105.83,174.21
27.37,118.77,185.37
26.51,98.79,99.98
27.09,118.76,219.43
26.78,112.96,154.46
27.56,133.63,151.63
27.07,108.19,193.97
27.82,114.06,203.26
26.55,91.91,163.53
27.18,116.52,194.06
26.4,114.18,177.27
27.03,108.19,187.5
26.29,107.68,149.84
27.44,110.74,176.7
27.92,107.67,197.57
27.43,112.52,166.98
27.56,205.85,162.41
25.79,66.66,171.53
26.72,103.24,172.0
27.43,109.53,100.46
28.05,217.09,166.06
27.43,1413.78,37.58
28.24,106.21,178.02
26.84,115.02,99.96
26.24,208.37,127.47
26.97,108.62,161.9
27.03,104.62,95.46
27.18,120.78,94.38
27.15,110.38,97.21
26.65,115.91,99.96
27.72,112.75,140.36
26.62,111.35,146.22
26.68,114.52,99.86
27.03,110.84,144.2
28.13,108.02,138.06
27.06,108.77,98.59
27.74,102.75,181.94
26.57,103.18,173.3
27.86,117.72,196.99
27.62,112.95,144.18
27.07,110.66,91.58
26.53,110.24,142.19
27.71,111.95,166.38
28.04,108.81,199.42
27.57,104.04,161.55
27.31,109.78,189.6
28.11,109.8,232.3
26.97,121.05,197.87
26.77,122.2,192.05
28.04,114.73,154.37
27.39,103.19,200.39
27.55,123.55,196.23
27.27,108.06,199.84
26.76,122.67,217.15
26.97,112.76,184.88
27.81,123.99,95.57
27.81,121.57,213.09
26.64,112.17,178.73
26.97,116.35,184.57
27.6,205.97,207.4
24.87,102.41,189.14
27.65,122.1,205.25
27.87,121.81,151.89
26.45,103.41,131.07
26.6,210.81,149.85
27.38,214.27,190.97
26.36,114.4,162.59
27.28,111.71,159.4
24.95,102.24,150.45
28.33,113.21,162.93
27.33,123.05,195.63
27.41,120.83,211.52
26.38,81.72,156.33
25.9,95.91,149.39
26.21,112.11,185.11
25.32,110.15,165.77
29.22,84.53,208.35
25.82,114.07,179.18
28.33,114.49,186.3
26.59,141.92,160.6
28.26,113.36,163.69
27.99,105.89,179.81
26.73,107.47,186.4
28.03,117.61,166.85
27.19,117.93,129.78
27.75,108.72,162.72
27.05,218.13,165.09
28.23,112.96,179.61
26.31,172.13,179.23
27.56,116.55,194.38
26.85,107.2,187.4
27.77,199.31,186.86
26.83,109.13,127.84
26.13,106.66,156.85
26.77,103.23,188.19
27.21,107.61,158.71
27.35,112.14,174.72
26.66,106.9,159.46
28.24,108.49,182.01
26.37,117.99,179.83
26.99,1470.39,37.58
27.23,108.42,137.49
24.9,116.92,156.83
24.9,101.27,158.15
26.81,61.83,175.43
26.41,118.48,179.77
26.08,220.75,152.13
26.17,97.04,192.59
25.69,100.62,156.53
25.06,103.53,162.71
26.31,102.74,129.93
25.97,116.3,176.79
27.23,97.62,238.25
25.69,111.18,165.69
27.13,103.08,196.56
25.19,100.56,164.63
25.85,109.14,160.78
26.45,108.09,177.54
26.16,109.28,175.67
25.35,99.26,168.6
26.12,100.9,177.85
26.43,229.15,153.42
26.51,115.06,144.37
27.72,64.71,553.32
26.65,121.18,174.94
27.27,111.67,161.36
27.1,106.25,172.55
26.98,1384.27,37.58
27.81,230.59,226.98
26.58,106.37,171.68
26.09,101.93,164.81
26.62,111.24,160.19
25.97,66.75,160.04
26.07,112.28,180.61
28.53,99.74,186.75
27.86,118.98,187.63
27.17,120.8,134.8
28.09,118.88,136.18
28.48,125.07,136.48
27.21,73.89,344.74
26.24,58.63,168.53
26.53,104.11,137.1
27.08,1470.43,37.58
24.57,113.36,98.78
26.34,111.26,103.48
25.65,118.8,156.7
25.41,60.21,151.33
26.34,116.47,177.46
26.11,115.87,174.07
26.8,120.59,126.93
25.56,111.3,164.61
25.76,113.84,161.61
26.33,116.99,176.75
26.07,118.91,171.36
27.65,114.16,205.31
27.47,116.32,182.24
29.14,115.54,194.06
28.04,125.65,193.99
27.58,116.3,138.06
28.41,1492.92,37.58
27.23,107.33,398.93
27.25,1190.09,37.58
28.4,2387.26,37.58
26.69,1399.85,37.58
25.43,58.43,318.74
27.63,1438.49,37.58
26.09,73.29,313.63
26.56,1374.68,37.58
26.04,100.62,192.72
26.37,96.27,162.76
26.43,113.14,100.48
26.07,215.55,160.06
27.89,105.98,173.75
28.97,203.59,151.46
25.77,134.89,126.84
26.02,124.91,131.56
26.67,111.96,167.7
25.66,117.15,196.49
27.66,107.62,209.56
28.15,103.03,191.99
27.57,101.62,138.25
27.85,106.56,178.77
28.82,137.09,90.14
28.8,104.12,186.43
28.67,116.84,141.31
28.25,110.47,183.56
28.63,105.25,143.57
28.33,198.55,103.71
28.12,208.87,200.05
28.04,205.22,185.91
28.52,111.16,99.68
28.38,218.79,203.16
24.96,395.33,175.91
25.94,213.97,144.03
26.06,106.19,176.99
26.0,111.62,106.99
24.83,111.05,184.23
25.27,103.09,96.17
26.43,165.62,182.12
26.03,103.16,180.41
27.94,111.73,180.24
27.93,116.33,170.17
27.96,203.41,135.32
28.94,224.01,134.86
28.0,195.13,137.56
28.08,202.99,194.9
28.04,115.02,138.42
28.87,113.1,201.69
27.96,110.59,174.21
27.77,103.88,128.89
27.48,223.72,167.28
28.01,105.67,103.22
28.25,105.1,139.2
28.6,192.85,145.08
27.94,105.5,131.93
27.37,227.8,114.23
28.81,389.44,188.8
28.85,169.35,100.59
26.66,385.11,140.45
24.36,99.92,101.11
25.29,113.9,101.65
27.88,197.14,93.95
28.66,109.08,205.22
27.86,122.19,190.83
27.9,129.77,94.92
28.67,120.8,175.15
28.51,129.33,134.65
28.86,109.5,92.48
28.32,119.23,135.49
27.86,115.64,172.87
28.7,116.36,98.87
27.76,120.72,181.28
28.23,179.35,164.68
28.38,106.25,167.85
28.14,121.4,91.99
29.02,119.34,90.63
27.95,197.69,196.39
28.2,117.03,208.09
28.54,111.21,137.21
27.74,113.4,100.4
28.25,196.42,136.57
27.65,210.36,173.36
28.2,104.0,99.06
27.95,111.11,174.18
28.55,103.35,189.38
27.71,118.82,135.88
28.79,125.99,203.31
28.47,107.96,146.5
27.68,119.44,134.46
28.52,207.03,185.52
27.68,111.11,142.3
28.95,198.73,199.47
27.71,205.27,212.08
28.46,112.5,200.63
28.47,210.51,204.62
28.74,118.61,208.65
28.83,122.33,102.25
28.45,120.68,175.48
28.11,111.71,175.15
28.74,103.51,97.96
28.82,120.29,195.46
27.63,111.56,170.65
28.61,113.44,141.67
28.15,107.59,99.38
28.49,114.04,94.29
27.67,118.99,123.63
28.09,109.58,188.67
28.69,111.42,203.74
28.31,112.29,132.94
28.71,104.97,89.59
28.63,117.4,203.56
28.24,116.84,91.47
27.99,123.1,133.72
27.82,112.03,173.0
28.71,118.54,202.38
28.26,112.47,167.44
27.82,176.04,126.65
27.91,117.25,178.39
28.82,112.94,97.59
27.67,117.51,179.96
28.7,120.73,191.99
27.87,191.8,128.22
27.8,133.98,125.98
28.04,119.05,182.35
28.66,112.4,139.35
28.63,118.24,179.53
27.51,113.47,171.88
27.75,113.32,181.1
28.27,119.55,180.45
28.71,128.85,200.61
27.93,117.43,170.71
28.21,116.65,183.6
28.46,109.87,125.21
27.93,106.87,153.14
28.42,125.12,94.66
27.89,120.46,152.15
28.08,193.12,163.66
28.07,114.56,117.15
27.81,113.32,148.25
28.73,112.93,193.6
27.77,123.09,170.65
28.57,120.8,127.43
28.31,112.55,183.47
27.88,116.73,122.08
28.84,115.04,95.65
28.05,179.77,125.94
28.35,115.17,162.52
27.9,110.54,207.25
28.99,105.77,192.98
27.88,101.27,90.01
27.99,108.43,128.79
27.99,215.9,125.46
27.98,107.93,100.57
27.64,116.36,167.84
27.65,116.67,174.7
27.77,116.67,131.72
28.6,122.32,169.98
28.16,116.67,165.82
27.46,120.92,148.53
28.43,117.14,143.16
28.13,109.67,179.7
28.12,113.43,139.54
27.95,115.9,189.88
27.67,117.25,182.12
28.49,117.8,140.23
28.86,115.33,92.96
27.58,106.21,176.71
28.99,118.68,95.57
27.86,110.88,167.76
28.83,118.82,132.04
28.02,100.1,130.62
27.75,113.97,171.06
27.95,120.85,174.76
28.18,107.69,178.32
27.54,113.93,126.84
29.04,118.44,134.04
28.04,115.95,190.11
28.55,112.91,177.12
28.02,113.92,212.47
28.87,101.47,135.12
28.79,104.36,200.89
29.39,102.79,95.11
28.77,100.01,195.01
29.8,116.29,207.47
29.11,119.28,199.55
29.25,109.1,185.61
28.8,112.6,209.38
29.81,110.34,190.52
29.8,114.58,198.28
29.19,115.41,217.9
30.46,71.17,223.53
28.38,105.98,140.71
29.28,107.08,183.22
29.17,107.06,177.55
29.38,212.86,144.28
30.2,118.04,198.11
29.02,101.0,177.78
29.21,106.51,181.62
30.33,115.54,134.41
29.44,232.11,200.89
29.58,210.45,197.42
29.32,111.11,200.91
30.2,2336.8,37.58
29.64,107.94,99.01
29.41,232.46,137.34
29.42,102.18,98.99
29.97,115.06,204.49
28.85,113.26,198.56
29.51,122.37,144.2
29.24,112.77,192.2
29.97,106.27,236.03
29.26,114.47,188.26
29.75,106.41,199.27
28.78,111.69,170.24
30.0,107.21,211.5
29.23,114.52,191.06
29.98,111.66,100.72
29.08,117.76,189.64
29.19,113.62,97.64
29.92,114.31,148.88
28.69,118.34,193.54
29.47,87.84,225.23
29.83,115.96,221.37
28.91,65.42,489.31
28.59,111.14,146.29
28.73,1389.29,37.58
28.54,105.22,100.85
28.5,118.46,206.86
28.31,111.71,130.42
29.42,114.89,218.42
31.98,105.73,607.04
28.79,109.44,207.34
28.38,109.67,199.84
28.35,109.68,186.71
28.3,109.36,161.08
28.4,215.93,200.24
28.27,119.29,210.91
28.8,112.12,182.25
28.32,118.54,196.13
28.53,110.8,216.56
28.71,110.09,231.98
28.35,99.38,128.63
29.17,113.95,209.12
29.6,117.82,204.68
29.22,111.64,187.46
29.54,111.82,215.44
28.68,115.05,193.95
29.19,117.77,198.04
28.46,109.75,180.61
29.38,114.62,144.84
28.86,110.02,187.68
29.27,114.42,208.65
28.59,111.33,197.36
28.46,99.05,216.56
29.11,100.41,140.94
28.7,121.82,199.88
29.6,112.76,141.46
28.98,116.27,142.99
29.19,117.17,93.73
28.6,116.01,103.43
28.29,112.27,197.89
28.34,110.03,207.81
29.77,120.67,138.23
29.09,171.54,180.93
29.48,114.49,201.06
28.73,107.4,179.36
29.77,108.76,188.65
29.67,104.65,147.39
28.45,198.15,130.49
29.12,103.29,189.25
28.43,222.06,99.23
29.08,371.41,151.31
29.57,111.8,183.34
29.35,115.03,135.66
29.23,113.66,95.44
28.86,120.1,217.04
29.0,105.02,236.54
28.88,112.01,192.48
28.19,115.94,187.42
28.49,121.81,145.99
29.43,113.58,215.12
29.44,103.88,225.36
28.68,112.13,190.87
29.25,113.16,200.5
28.48,218.97,185.52
29.09,107.46,205.65
29.36,112.97,94.45
28.82,381.24,100.25
28.79,107.41,196.54
28.67,114.44,207.96
28.76,101.59,193.54
28.68,104.44,195.07
28.81,216.44,186.38
29.47,105.93,145.23
28.1,112.08,100.95
29.25,113.11,128.05
29.09,120.23,142.11
28.57,115.85,198.05
28.68,114.59,101.21
28.76,116.61,190.16
28.32,110.54,126.01
28.46,116.89,182.44
28.57,116.0,195.95
29.07,101.94,236.98
29.27,121.07,194.34
29.41,112.4,195.48
28.37,104.93,135.23
28.85,111.61,218.65
29.42,113.24,105.52
28.76,116.79,181.97
29.86,187.74,103.44
29.23,186.71,200.81
29.5,128.58,141.33
31.39,116.96,190.89
28.64,117.68,92.96
28.72,111.31,195.57
28.8,110.63,194.08
28.71,112.09,187.22
28.62,112.96,134.33
29.78,111.57,189.14
29.1,110.7,101.47
29.41,113.28,209.08
29.43,111.65,181.66
28.1,110.98,102.21
28.73,106.45,179.87
28.45,112.62,137.28
29.41,111.97,211.65
29.22,111.61,139.39
29.22,118.38,207.75
29.03,112.89,199.96
28.45,112.01,226.39
29.16,112.6,213.03
31.84,1388.46,37.58
29.41,110.79,202.96
28.82,214.57,194.58
29.43,108.5,95.96
28.98,116.51,95.01
29.21,115.51,220.21
29.35,112.22,202.59
28.69,101.12,103.63
29.44,114.55,146.18
29.02,121.1,204.1
28.71,120.96,194.44
29.33,112.88,190.89
28.78,102.65,184.92
29.36,124.36,149.82
29.52,112.42,180.67
28.56,111.94,95.55
29.81,106.0,188.9
28.79,111.73,189.83
29.33,112.35,199.94
29.19,108.16,218.26
29.15,113.99,197.4
28.71,115.63,196.6
29.29,99.21,203.39
28.36,108.83,174.23
29.25,208.27,207.46
28.79,114.25,188.52
28.73,122.56,95.7
30.03,113.37,198.37
29.08,108.24,199.83
28.49,112.04,192.46
29.23,104.36,203.76
28.61,110.71,126.76
28.2,110.62,100.85
29.02,104.67,200.91
29.26,121.24,193.26
28.86,115.54,185.33
29.02,114.07,96.75
28.49,114.44,193.82
28.76,98.74,188.86
29.81,185.74,214.47
31.57,131.57,161.05
28.37,105.42,213.41
29.37,112.56,231.29
28.75,116.67,176.47
29.31,112.79,194.58
28.33,111.77,180.0
28.21,121.31,209.08
29.04,110.37,204.1
28.72,112.34,200.52
28.41,115.63,195.57
28.32,113.34,213.35
28.17,114.34,173.9
29.49,105.57,103.26
29.35,113.52,202.44
28.25,1394.16,37.58
29.25,113.43,92.44
28.82,119.15,208.72
29.06,114.06,197.92
28.58,111.71,229.15
29.06,112.83,96.24
28.59,115.95,206.24
29.23,113.01,94.4
29.05,114.44,211.06
28.42,85.18,100.4
28.62,116.49,219.8
28.29,136.29,159.26
29.01,59.09,198.5
28.69,115.01,175.82
28.13,122.24,189.68
29.35,110.36,187.48
28.51,121.35,198.45
28.6,113.93,205.12
28.27,113.65,142.11
28.79,106.27,198.99
28.3,117.26,191.8
28.7,105.53,211.26
28.95,211.08,232.3
31.73,92.41,496.82
28.48,115.31,124.21
29.09,109.68,130.38
28.23,116.55,173.24
28.75,120.57,159.81
28.36,118.78,182.52
28.27,131.29,190.05
28.86,110.75,178.19
28.77,114.09,211.41
28.63,119.9,211.76
28.53,120.55,186.04
28.26,118.85,187.33
27.93,116.25,194.71
28.48,113.43,173.32
28.75,118.6,194.98
28.69,110.99,195.05
31.75,209.74,232.3
28.57,116.53,95.24
29.58,75.62,150.73
29.19,112.57,97.81
29.21,118.27,219.52
28.51,103.97,134.89
29.48,119.04,217.98
29.35,113.49,133.16
29.35,118.22,205.59
33.27,118.78,176.68
28.9,121.25,134.48
28.59,117.05,134.84
28.83,110.01,161.89
28.77,108.73,143.88
28.98,110.65,207.96
28.89,115.05,137.64
28.54,109.39,188.84
28.59,113.21,191.94
28.75,118.95,199.38
28.93,122.02,137.21
28.21,109.32,191.02
29.26,113.9,190.35
28.17,107.31,190.72
28.56,2370.26,37.58
28.54,110.73,446.37
28.36,95.74,207.44
29.18,112.39,217.1
28.17,113.47,187.74
30.32,109.48,125.32
28.19,106.03,202.16
28.69,113.5,222.23
28.85,115.27,183.08
28.15,113.88,207.85
28.39,127.51,220.08
30.43,112.36,203.85
28.88,115.05,243.01
29.91,116.82,214.26
28.62,116.17,225.4
28.61,109.84,188.26
28.91,108.43,136.55
28.8,82.72,300.89
29.37,105.62,237.65
30.96,117.24,192.81
29.74,121.59,141.67
31.28,110.4,162.39
34.1,107.81,561.47
28.96,103.21,212.4
30.46,129.84,125.72
28.37,126.68,187.07
33.69,1393.04,37.58
28.84,116.35,467.84
28.36,135.97,166.77
28.92,126.09,172.83
28.29,109.97,184.12
29.34,112.86,568.54
35.17,107.26,321.95
36.51,916.73,37.58
32.32,2362.59,37.58
32.65,1155.0,37.58
38.24,43.53,141.46
33.49,108.72,100.76
34.58,2387.42,37.58
38.25,58.1,248.49
30.78,65.04,97.34
31.49,70.77,241.5
28.88,116.49,245.19
28.94,108.39,171.49
28.6,111.86,223.81
29.47,107.68,267.89
28.76,113.46,221.86
29.95,112.65,166.77
28.89,109.35,159.98
28.46,115.46,243.33
28.24,119.84,220.01
28.93,108.67,215.05
28.13,114.11,117.83
