X_50,X_51,X_52,X_53,X_54,X_55,X_56
126.394467,126.531376,131.924989,122.576658,122.515072,128.698803,115.976048
142.9978,131.450306,143.302278,130.724623,136.888347,135.900509,128.610157
147.940556,139.259579,134.240312,131.084387,130.980907,138.026951,119.67149
146.618481,140.742085,133.095949,132.958983,137.598827,135.294651,127.686108
133.896596,125.688221,128.67724,127.015341,127.304752,129.836796,120.119145
133.515889,130.958935,136.307939,118.61447,126.008793,134.364544,125.909039
125.602612,127.007092,134.316339,127.342772,118.707355,130.942189,113.272595
127.679059,129.483822,133.873048,125.634977,125.503704,131.637265,122.747006
136.210767,135.656521,141.509714,133.878195,131.782177,133.870617,131.605633
134.6237,128.811894,134.613924,124.263136,128.499424,133.746586,116.395733
133.324567,130.183064,142.521806,126.150953,131.278255,132.582379,126.316532
134.564786,130.997738,137.369577,130.221808,129.696453,141.73843,124.734768
132.72881,131.688305,138.491457,122.746687,133.913029,126.613247,119.597683
131.981213,130.480313,135.948404,122.854483,132.995006,130.778973,120.080372
129.481763,130.925991,135.773485,124.058638,122.49284,131.135106,126.559353
131.005696,123.328755,139.681436,126.465796,126.823353,135.054837,123.031269
123.89391,127.967884,133.641916,123.980658,127.123524,129.929295,122.460171
143.014363,132.034863,138.15294,126.473127,124.604847,135.819912,124.756207
136.137608,134.908344,133.927698,128.127638,133.035496,148.857991,135.126843
138.735822,137.356686,140.279337,127.739813,129.68491,137.470685,133.491825
124.065213,131.748783,135.906557,131.326712,121.260265,132.129849,133.558216
120.010426,130.852101,131.02028,118.067083,118.134731,125.9791,112.166187
142.800076,123.036984,129.558496,130.613707,132.030666,130.092907,118.692806
143.607793,132.628391,135.618967,129.937758,134.494373,130.819668,132.039204
132.828717,133.693684,143.980127,132.306997,125.214191,135.234074,125.627064
125.089047,121.109745,138.934679,119.686613,120.700641,128.982953,114.326855
136.788815,128.314091,143.881624,129.000914,127.071415,137.813572,126.239697
138.359235,129.788723,140.392,136.570433,125.47588,131.638073,125.606167
126.690869,127.449742,143.000444,134.618643,125.3633,136.079251,131.41148
132.022351,129.94968,137.882166,131.287268,135.654117,138.108395,134.97205
145.984074,133.956539,136.636476,140.040831,141.717922,133.306065,120.764202
127.762242,122.848858,145.645258,123.19554,120.233623,136.872578,120.047932
128.117177,127.589359,135.697466,128.025213,124.500568,134.844922,118.600468
125.686482,123.903538,129.108133,119.055204,122.06699,134.236828,118.680737
120.634854,124.7766,133.796068,127.24655,120.180538,131.363301,123.858608
136.384496,135.918141,139.102487,132.864836,128.234814,141.274395,131.003643
132.978825,131.016468,137.789301,133.842123,126.99126,135.789464,124.902714
134.692136,135.772694,140.739877,135.932516,130.451908,127.433705,125.365528
137.430554,133.801708,142.516786,141.524839,130.431553,137.263134,123.724224
139.432912,133.994976,144.696756,144.18154,136.624821,135.666852,128.150379
131.916074,132.091641,142.749521,125.030958,125.544819,131.970608,120.279194
145.309979,143.057629,133.216409,130.31304,131.579388,141.668538,124.902332
133.869595,125.642124,136.890215,122.400023,132.706692,137.09058,123.513447
123.564999,129.672039,136.590501,121.424521,126.240024,132.37566,121.669293
128.570706,131.162548,136.890283,127.819601,127.612064,130.900334,116.690106
134.084157,132.010815,135.348589,133.142523,130.546474,130.317013,129.242207
141.81754,131.371662,140.040163,131.518499,132.559612,132.366742,123.519482
129.258206,132.644848,136.808023,123.368666,128.426136,136.002469,123.70232
133.316884,130.728672,130.137262,124.528181,126.907886,126.664601,122.642269
136.033765,129.805027,138.214723,133.652655,134.469929,130.496899,124.669018
140.186017,131.184361,144.962473,135.32971,134.224605,137.631596,122.401653
130.477116,124.810993,126.726991,131.319426,132.378033,136.273991,130.113972
136.81442,131.046391,142.2455,129.610029,131.643452,133.870808,122.618473
123.82359,128.476444,131.137102,129.807638,124.692226,132.991627,119.682865
127.224713,128.997814,134.687822,125.846136,124.833752,130.66206,115.948605
124.902364,128.880848,127.67547,129.445875,126.700321,133.831501,124.303661
137.591084,135.017025,141.234239,139.756537,128.158222,142.978611,127.734234
136.429364,125.729916,137.871858,131.610075,132.78799,135.59364,120.960232
127.876263,125.75771,144.844904,126.583395,118.755909,138.420475,124.286137
137.062497,135.600712,137.761728,139.280607,124.030826,132.80428,119.719784
133.966107,133.171131,140.059427,131.764708,123.555935,141.318814,123.715725
146.928624,130.514919,137.657358,127.289824,135.346363,131.107747,128.341068
130.8327,126.238583,147.170976,136.613478,124.842892,136.317135,124.37637
128.572217,125.190533,131.35882,120.675612,125.863323,120.865422,124.024906
137.563901,133.484593,138.040605,133.047117,123.695812,136.989499,128.093838
131.360951,136.149838,132.916719,117.934172,127.975536,127.566197,130.516194
129.242764,127.26743,139.297632,127.585814,119.774769,126.705372,121.870587
121.078641,125.335919,123.935434,119.502821,120.47456,127.107518,110.849003
120.068311,119.678211,135.418741,121.914816,120.687435,126.419186,119.232937
131.630704,136.728489,143.608789,129.893934,133.727291,138.528096,129.503903
135.405286,136.623905,142.916528,131.425261,137.578762,142.519047,128.368771
139.553288,135.170887,134.200159,135.102202,129.907764,127.743222,119.452496
133.905965,130.738735,125.821527,127.23873,128.359379,132.174878,123.572575
132.953984,128.184178,145.62951,124.89778,123.97488,135.963536,125.962971
135.268536,130.050167,127.205972,127.199568,129.69804,127.865742,123.794697
143.157437,134.359005,139.825632,135.401701,139.043583,134.084156,128.11459
124.544698,127.605259,141.083292,132.375288,128.22176,127.191113,127.795574
148.20036,131.784763,139.6233,141.517042,136.316898,134.366551,128.755184
143.93868,134.585453,140.674928,130.503325,134.808849,130.730526,122.644695
144.43678,135.972965,141.675478,130.225515,137.825359,135.791264,125.396824
126.869824,121.465801,131.947939,124.832975,126.003292,130.22865,115.2225
129.892239,140.50404,140.907266,129.052679,130.299534,131.119435,133.695721
131.004079,134.497128,136.954111,125.23921,125.047863,137.479939,125.231709
130.718465,132.597508,141.031381,126.938658,127.650181,134.888447,126.159992
130.054158,133.711025,139.316805,126.966009,120.573879,133.857289,123.138592
128.228787,131.289539,144.880884,128.874815,125.504589,133.737813,120.083233
143.615422,133.400616,139.383485,139.211058,131.967831,139.870633,126.006375
130.891362,124.630329,141.756418,129.556685,126.898441,134.171086,124.374867
144.763318,127.632633,134.090456,127.861372,129.634319,137.614201,128.605068
133.301541,129.863712,142.419931,134.329283,133.707378,137.648488,122.749745
139.318639,130.940327,137.133546,134.844122,129.979023,136.451199,121.555363
134.027722,131.197659,145.827463,123.082701,128.077518,135.395489,124.706616
141.673177,126.282475,136.263948,137.657904,132.172909,135.050335,121.221729
138.229367,135.473034,146.101411,135.141836,137.095547,137.86092,136.978451
137.234669,128.960476,140.360384,132.664717,128.757641,136.428845,125.224407
140.396992,131.755711,135.558015,134.121977,131.07307,128.547276,123.744808
133.81757,134.333447,145.99872,129.526663,129.899654,137.745312,130.874035
123.477345,125.314495,137.198396,127.559996,120.866772,124.682286,124.049687
128.178868,126.797047,139.58085,138.146643,128.86916,134.269742,127.261578
141.090245,129.485317,145.398553,138.093794,134.702289,137.475827,131.953869
136.914449,132.857083,163.203043,141.065931,130.922283,153.809697,140.978047
138.79604,133.237484,139.053896,141.256773,131.376781,127.649357,136.632
126.330777,125.695767,152.499048,128.520559,128.318249,145.962811,131.226788
132.230321,135.725483,139.493028,133.933928,139.369953,148.138546,128.589771
132.624348,131.535198,133.799677,131.821768,126.308536,133.729817,122.434437
135.667966,131.601978,143.864565,132.008436,127.376842,141.349385,124.626347
127.074246,129.403637,138.681802,127.734366,133.427456,131.745579,129.317654
121.224713,132.010349,129.096284,122.140036,126.720669,124.730923,120.502049
133.652478,124.377682,134.582742,116.37686,121.935818,133.441235,112.95364
126.111539,119.423229,136.200906,119.617666,127.453159,132.133687,124.508763
135.984364,129.430767,144.744661,127.088247,133.678936,137.8335,120.948048
143.421414,134.208584,140.047266,122.609663,125.075519,137.664914,126.50127
131.953214,126.007954,132.527689,122.595717,127.776142,127.704907,121.84132
134.029858,123.427448,133.382242,130.502104,128.008152,131.133763,122.808209
128.156491,122.950771,145.460817,123.718809,124.590839,129.11958,121.689343
140.710851,128.04884,124.725755,129.939627,131.374348,128.249554,122.815106
135.02216,131.530491,138.403467,132.309141,125.703571,133.27216,122.42577
136.837521,134.452282,131.676157,126.867964,136.192921,130.860737,125.649929
132.760136,129.351505,138.470811,132.036284,130.052448,132.460705,127.146115
136.621747,133.459484,136.638849,130.570639,131.046894,129.066159,125.162182
125.869878,122.030651,134.351518,126.611578,129.21114,135.086644,120.058247
136.69444,130.433773,127.420824,125.828932,121.454861,128.499272,115.717594
125.317174,123.815182,136.784395,130.524054,125.546345,129.132725,122.100338
136.953351,127.24667,146.914049,133.11727,135.633442,137.033741,129.621411
129.091618,121.695622,145.510706,121.192045,134.151371,137.892918,122.944294
133.728307,126.422894,138.630754,128.900854,132.760631,132.842473,124.438618
127.471707,119.924488,139.10721,132.211958,129.332348,133.412686,131.962765
138.341054,131.612423,144.163469,133.81468,129.769886,136.06786,129.350964
139.871342,126.972035,145.994547,130.008268,125.276432,126.413395,125.253864
135.733266,130.942562,146.784677,138.976469,127.567516,142.229008,135.725506
129.439984,128.119137,142.561998,133.287977,120.965664,132.123303,127.838764
145.062146,131.935467,139.270929,127.023474,138.003063,133.926404,123.711453
137.181577,131.424153,142.579393,134.812452,125.41505,132.554036,121.500996
133.7104,126.773632,137.404314,127.289442,134.11301,137.973416,118.425175
137.406033,134.193745,141.86458,130.791449,137.512432,141.237927,129.105045
135.878568,134.034954,141.728983,130.536894,133.074329,136.466435,138.302471
131.841023,131.888828,138.325197,116.867842,133.896305,130.572682,123.973156
135.757069,133.50214,144.905038,135.392759,137.734714,136.782597,125.441349
134.569569,120.959469,144.921007,130.184996,133.913349,132.303242,123.726269
142.259412,133.503796,136.791261,143.52738,133.350536,126.991192,129.93523
139.609212,129.704067,151.57435,127.314566,117.22269,140.633099,126.827862
139.387372,124.428143,139.63392,129.904356,131.245876,139.407277,129.615818
129.917828,127.320027,140.725656,121.171202,132.702076,129.663922,125.501629
134.986264,133.866085,134.542543,130.88751,130.717716,129.978695,126.331516
140.348584,142.196476,147.087831,142.934881,136.611912,142.532628,126.594364
144.272229,132.415356,144.284494,137.675634,132.004627,138.127713,131.212994
138.022847,128.073666,137.234514,127.389738,133.69862,135.77306,127.816044
143.850247,142.985699,134.296915,136.878996,129.390072,128.236607,129.545559
138.127904,133.847691,144.096651,125.627791,129.016636,133.944371,123.871555
139.990849,124.417935,141.457338,133.976996,132.089779,141.391743,128.256664
134.479817,135.407833,137.942163,132.955435,134.314152,130.378476,130.129292
135.768979,133.241543,146.303262,140.359465,126.953724,145.271161,128.372357
143.787221,134.733578,136.719736,132.166449,129.89658,126.400403,127.615917
137.907765,143.249844,149.991457,132.182776,132.275722,135.92426,126.429318
152.637708,137.650158,144.404657,141.927527,134.06477,135.746876,130.509289
138.99239,125.989178,137.064668,135.026823,129.379917,135.797001,125.931751
138.051396,131.803776,147.014703,144.601942,136.193653,137.555195,136.078465
129.892461,129.427288,142.930498,126.362822,127.292278,130.061116,122.523548
139.973561,129.252125,141.726823,134.324209,131.536007,140.730778,125.26305
136.765286,135.311749,141.372163,140.233824,131.718822,137.802296,125.014576
127.44315,128.75478,137.03119,122.53858,125.425884,127.288975,118.7785
130.528729,135.662579,139.454813,128.220472,126.876034,131.524945,128.209492
130.520444,135.840069,149.959871,132.937338,126.93726,126.335339,128.807171
136.407254,130.608914,138.25728,126.78195,133.083309,134.204831,123.236736
143.225117,136.501179,135.830362,126.904394,129.619251,132.545819,127.551556
144.820065,135.380062,137.826974,137.792746,138.782261,132.121373,127.01498
130.048207,129.013386,134.69729,130.078474,117.943233,131.16045,121.244518
139.298505,129.536106,138.153001,127.910414,134.875919,133.826962,120.194485
139.169781,125.392185,130.874124,130.538549,130.092289,141.418744,123.321736
138.599019,130.077854,142.15072,132.309233,126.178028,144.925061,119.888294
130.375203,125.689755,131.655809,136.193899,124.946331,127.944325,127.55624
133.108311,130.877674,140.804842,130.070593,132.301487,131.695424,123.975826
137.06992,125.755718,133.556192,133.807051,133.857082,144.221692,129.070423
137.621526,128.986775,138.497087,132.11476,125.027248,133.833172,121.577206
134.145055,128.182377,139.874963,131.353819,125.953205,139.405301,125.981381
142.982549,137.200031,141.427805,131.760801,131.242206,125.297635,132.718464
134.585149,126.640293,141.150278,132.312368,128.082249,129.073681,130.46571
132.554814,133.39497,136.669237,138.142195,133.80582,132.410443,129.962917
137.922177,135.107876,142.866602,140.460875,128.864086,138.263569,130.159947
126.319188,131.404125,134.530679,127.542105,127.432537,134.136715,125.370396
135.996709,140.948094,125.136079,124.016119,128.09708,126.695363,120.905735
141.307507,130.116139,133.711191,132.575773,126.696621,131.401562,119.855091
142.839375,135.855198,133.198694,132.121656,132.212437,140.567112,126.75198
134.632191,134.354031,150.242952,129.003134,132.350567,146.224453,124.548374
130.204671,119.754315,144.059496,131.760573,124.933025,139.152195,125.401791
138.625447,141.161694,133.403032,134.284315,134.57568,141.949002,132.340344
143.34126,130.420208,133.898004,133.478811,137.724148,142.537228,136.753605
138.832028,136.831021,136.857118,134.841215,133.420215,136.344029,130.614735
137.605397,130.058727,139.505258,132.38162,128.343571,138.867009,124.755581
119.734685,140.2542,135.752931,121.130407,126.805332,129.809094,120.197086
128.295689,127.826069,137.590654,126.051924,127.922596,140.09956,125.356686
130.703229,128.714642,136.441606,125.685324,123.310253,124.987256,121.697247
138.119366,127.679661,139.541536,126.916334,130.911007,135.413746,121.365177
131.534138,126.137127,136.667009,132.724188,130.748913,133.063481,129.639874
133.724194,127.789356,137.675836,125.439215,126.432812,134.032406,119.396046
145.921811,134.825909,138.509264,137.858976,129.775753,132.660199,127.404522
134.874196,129.459347,130.986299,129.711416,130.197452,128.813099,128.76675
137.973103,136.895909,129.178896,129.693472,132.820286,129.399563,122.825848
134.435101,127.474919,134.125551,132.975042,128.756832,130.937123,123.069927
131.48119,136.539868,147.219652,135.630621,125.137211,137.024823,127.018215
144.303937,130.078945,142.864915,136.369444,130.133221,143.648732,123.323689
138.901074,130.687878,138.864236,135.978209,126.987621,139.859021,126.431461
140.904538,132.709324,144.276491,134.735479,134.844539,137.189732,123.358418
135.019765,130.520794,142.846292,136.455252,128.473087,126.843716,122.265293
140.301724,128.071034,132.616235,141.322195,130.547893,134.028744,128.845966
132.833943,127.746449,140.025858,131.7292,130.251049,136.381711,128.923359
128.229993,122.443661,136.403711,132.27278,131.722736,133.305882,116.368061
135.779935,131.321156,139.684053,132.490706,128.708729,140.039326,123.05212
144.60365,135.347546,144.751306,133.526938,136.006245,141.19283,125.874462
130.754369,132.129933,137.275865,129.848089,134.946796,131.581669,129.771557
130.020825,127.578579,143.038744,131.999411,130.052891,131.129979,128.665707
145.773831,131.981388,135.503336,132.009626,134.745884,133.739308,125.456059
140.952817,121.861782,129.984972,138.132895,127.807911,130.354405,126.119335
134.924786,129.186108,130.982713,134.539427,128.496265,133.029377,123.469982
140.294179,134.625164,144.711679,132.925192,133.213268,142.819073,133.004322
140.674954,134.503697,137.514848,129.479315,126.178478,134.97852,121.246136
134.817487,130.34396,131.919267,129.477369,127.618976,126.0173,124.719608
135.208295,128.352436,137.690775,134.780333,131.591068,131.883053,130.861508
140.226041,141.383122,140.645654,125.692808,128.352474,127.268086,129.901074
132.076161,134.013485,134.968904,129.95249,126.674213,123.836888,121.326695
145.535001,146.982929,136.258295,136.990835,137.569691,147.440815,127.773503
131.026738,131.234036,137.946756,133.465078,133.033932,141.726635,133.553036
134.828679,127.581906,145.965128,139.435064,124.7318,140.649693,126.014805
126.765279,130.65984,139.82126,128.990744,130.923328,139.037678,130.505421
137.050313,141.575863,137.243074,134.894919,132.890781,137.561299,125.971447
139.258412,125.477741,138.764719,136.127607,124.49995,132.38477,124.103748
130.866185,129.462185,144.356866,134.714949,128.219135,137.88197,131.24493
140.910039,133.223232,152.706598,136.808203,137.843647,137.943547,126.957127
134.54868,128.391888,137.402971,135.451353,132.14278,136.908864,126.277554
135.083791,133.703015,135.175783,128.427778,123.545086,130.813717,122.42651
129.179845,129.434933,140.753122,137.147558,124.503551,130.301945,127.297367
137.021382,125.519505,137.387827,131.703451,126.811024,129.081563,120.070889
142.401845,140.311649,143.873849,136.206709,136.151539,143.057835,128.850483
141.762502,134.306622,142.714471,141.241667,129.656887,141.65688,129.317013
132.030766,128.734997,143.111307,129.243445,129.500507,128.572522,126.348614
143.011494,133.597805,137.20347,133.648756,132.987507,137.746098,122.343647
140.913525,135.065197,140.39821,133.333983,130.832508,136.624562,132.110798
136.43456,130.787121,135.170038,131.870077,130.039608,132.030156,126.616573
130.466145,139.800945,137.242868,135.776243,130.802753,135.581974,127.473805
139.067014,129.501972,143.065675,138.412855,127.349041,140.241444,122.635868
141.135129,140.548077,153.978693,132.101896,134.08736,142.521206,129.908909
138.700848,127.462361,131.555154,135.540526,139.098179,132.918286,133.515492
138.265317,128.502606,139.67505,134.363966,135.291202,133.916401,128.443524
139.14787,143.268749,145.185419,135.644606,132.020214,140.761342,133.928394
140.533154,132.388233,145.432001,135.112181,130.281925,146.435177,137.463757
139.094991,132.436741,145.472993,129.851141,126.514316,133.839009,126.828381
136.7263,133.90173,146.247629,144.493033,126.482502,139.109745,129.888188
127.356885,126.730419,138.785097,127.953947,121.130779,136.800984,118.016133
143.231503,139.435795,146.490938,135.803846,135.776722,134.579113,128.739117
132.666402,129.267895,133.033891,131.196058,127.95496,131.434369,124.491894
132.815701,134.814251,136.155489,131.530714,128.024921,134.452786,118.493115
141.640157,139.171253,135.111841,129.967413,128.471638,133.736302,126.194569
142.120602,137.421147,147.867914,140.454519,135.045353,140.776204,131.490353
131.799237,123.682308,140.831766,139.689985,127.048542,134.446805,135.075329
134.591077,141.331257,146.096284,136.463606,134.131183,133.140217,133.551098
140.684697,133.486309,134.341829,135.284773,134.491062,132.944981,129.055569
142.229253,131.020619,142.51481,138.432501,134.97311,133.439808,121.220989
129.990071,127.452183,143.007425,135.844862,125.863643,142.140675,133.227993
136.677106,135.316288,146.32316,132.181158,137.485531,136.877095,125.121906
144.867566,137.839504,136.15455,131.757895,131.893452,134.60059,124.504315
145.359464,135.328808,145.120279,135.938299,128.688717,141.931141,131.197476
134.035023,124.798367,140.871172,137.044264,131.186672,127.113736,126.588703
130.026265,125.204846,140.344995,129.258833,134.540531,135.031155,119.643116
134.383557,130.925152,142.540964,129.329168,131.268238,137.764065,121.300862
132.09744,131.38847,137.725076,133.318625,132.02821,134.691708,125.757191
137.263959,129.934994,141.735193,140.565138,137.914226,141.997181,133.182896
135.25491,130.092358,139.202478,131.405867,132.054104,134.169987,130.381443
135.186307,130.506596,143.129686,135.870123,129.160023,146.615422,125.135204
132.160863,129.3522,139.169946,125.577322,126.268909,131.219151,124.324345
133.804684,138.363934,143.790559,131.347334,126.926151,135.311047,127.889897
142.774335,128.080677,140.751535,137.774565,133.12669,132.354748,127.770397
138.252682,134.788418,140.159174,140.427603,136.791172,143.941014,123.659123
137.113087,127.74963,134.86329,134.380064,120.69479,136.95905,125.95171
143.891019,134.30016,143.769685,136.631361,142.002033,146.951558,123.736897
138.43134,132.677876,136.899286,131.615553,137.903072,138.900639,131.555065
137.726064,125.542721,132.836488,136.098707,132.312046,134.573582,118.51907
132.036336,133.824238,141.200319,131.13793,141.453228,138.214375,131.647541
137.12222,126.966854,144.738512,142.942022,129.546238,139.321591,131.354725
136.338101,131.222759,134.007806,137.751852,128.218616,142.332844,125.998509
144.062863,124.071575,146.028528,136.530279,131.819401,140.914486,131.469151
144.875363,125.561024,131.973749,129.487143,118.269642,128.008938,131.495632
136.707631,125.234036,136.649301,131.618414,126.195812,128.000927,130.843685
145.075139,130.139355,139.716585,125.216452,129.470333,130.62418,127.412472
139.787083,126.036694,142.231577,139.123503,132.874904,135.079792,124.962948
128.913388,127.629849,132.672685,131.586485,124.592831,131.435643,119.325268
125.940869,132.407536,130.777773,126.637625,130.970051,131.857876,118.831288
129.60928,121.731465,134.596223,127.400183,127.047336,131.210316,119.957005
130.410664,120.599232,133.714182,131.117354,130.425999,130.87695,129.531384
131.07906,136.57954,141.761728,136.461065,123.852634,143.176892,127.344753
133.356587,135.986195,143.64068,133.263937,136.500904,134.308613,126.084896
132.840627,131.864643,134.725671,130.676664,126.948917,131.939808,123.572621
128.803021,125.143734,137.872293,127.524099,124.66959,132.415974,127.934261
137.053601,127.216854,141.503694,137.096129,127.494022,131.679883,116.373646
135.739095,141.487049,138.683,131.242727,126.811764,131.681347,133.462582
140.059003,127.636456,144.672113,135.049978,128.376552,138.63696,129.117741
141.775174,132.414303,144.193109,132.829832,128.095356,134.479893,123.347744
139.560468,136.336384,148.222261,130.160429,137.954845,146.621243,126.927868
143.228314,137.448666,143.270036,140.154913,128.882107,146.139645,131.628384
134.760136,133.806988,146.668138,138.627005,135.589756,127.589634,120.724407
139.611798,136.826679,150.777811,134.882185,129.706165,143.806843,135.149433
134.030255,127.273297,147.899072,136.062727,131.806209,138.18002,138.043392
135.124738,140.208958,143.140428,136.859587,131.382488,136.973576,122.983326
142.761746,136.157154,138.455751,133.280577,130.135845,132.483113,124.251484
125.061757,129.257176,135.125925,127.993239,127.219524,132.672802,122.031628
142.590077,135.226002,147.525148,135.346197,131.94865,146.768094,129.275761
127.122906,135.197903,138.708887,125.960699,127.272007,132.115605,122.008946
144.521573,136.405911,135.147699,131.416205,139.014377,134.667256,127.091824
138.217625,127.759281,152.035822,125.590849,124.967602,143.098591,128.390789
135.086842,127.246502,141.384584,137.362387,130.504452,140.32594,127.552769
138.43504,123.990261,146.04899,137.929449,136.145328,143.596112,122.224034
129.758328,130.847363,138.188799,133.184568,131.918682,143.474522,122.447643
138.504643,124.241497,143.41778,132.907248,134.619358,120.773083,129.187489
136.664258,131.000546,138.644914,134.109068,135.708202,134.187962,122.788967
137.454671,130.810406,138.348337,136.415197,134.002682,130.526196,126.993679
137.165662,133.340977,141.232744,137.854254,127.958355,137.449162,130.469433
144.658765,125.128697,150.597528,128.179182,128.760372,144.585721,128.053661
132.849561,132.005108,142.719942,137.712423,124.973514,139.212124,121.176418
147.160313,134.907124,144.288477,139.476744,131.049862,134.056653,126.07597
135.375134,126.736149,147.117166,131.15946,129.256763,133.860493,119.43037
137.286526,133.466984,138.206628,132.126448,123.787197,142.246495,121.18462
134.031483,133.885876,143.613512,127.546339,128.971256,142.485714,122.897015
138.973943,134.329067,138.655992,132.492552,134.92123,133.919827,129.426159
130.118855,138.452419,142.972787,129.610632,126.978741,147.077145,125.210728
135.071797,130.243313,149.212152,144.84973,129.758762,135.502377,126.993069
139.629788,136.785305,138.297929,135.461119,129.095753,142.628849,130.403355
147.764355,128.635922,137.980302,131.965376,128.728771,138.980557,125.949528
140.641278,132.438496,135.054185,136.836683,138.027241,136.515431,137.905094
138.783521,125.910763,143.569955,136.479841,126.444294,143.199131,128.981365
146.892743,132.832638,141.137987,141.825674,132.349827,136.455082,130.160366
137.569508,132.174793,149.804826,142.282797,138.293339,142.491772,131.198933
133.136388,130.722737,146.894678,130.299055,134.477184,141.770833,129.478787
124.672833,127.926113,150.043031,130.060057,132.396458,131.740574,124.487614
134.699826,129.675701,139.019479,126.347593,128.472133,136.449627,129.10117
130.557736,129.070904,136.070413,130.653792,129.14928,126.560109,122.045658
135.515813,129.049877,140.969438,129.988066,124.635578,128.693234,122.724568
137.253552,135.048435,138.471147,138.407255,133.748081,144.246029,135.705685
134.505673,129.270481,143.244905,131.731108,134.173641,136.898266,122.531368
132.291821,128.58157,142.652505,133.222876,122.918476,133.662419,127.175114
132.271535,127.57214,151.653421,131.283438,131.297947,145.922207,126.998867
133.984822,128.803478,144.818918,138.000586,130.2505,135.075428,123.042629
144.722752,126.128849,139.8938,136.803602,134.331943,148.189633,121.537007
139.804478,140.916111,140.879327,146.452543,138.915478,140.544369,126.979748
133.934087,129.709103,148.246393,128.740156,128.630359,126.2571,131.71127
138.014348,131.06258,150.276163,133.808188,132.031475,140.716816,121.080425
134.869473,128.944767,145.916406,136.54183,132.907482,143.639317,128.444027
130.665593,127.901455,142.954309,129.180906,125.824543,135.818982,122.28513
121.481992,125.483082,132.222643,126.097242,125.003849,128.94991,120.323094
129.838948,128.458759,150.894373,130.437445,131.936588,127.80122,120.064678
132.905049,135.203686,141.928842,136.692343,130.922008,129.046513,131.141033
135.391858,129.998112,141.767542,131.233191,127.279278,133.862416,118.997242
132.555798,131.405567,141.623254,129.394774,128.870594,147.180752,129.072048
138.021115,129.300472,149.791689,130.498663,128.651676,140.597271,122.213391
134.399419,127.780834,141.909258,133.788588,126.585125,137.147381,119.811138
133.050755,139.07391,146.086389,130.693174,132.969608,134.645108,118.239361
135.174474,127.853382,150.329645,139.303831,125.509403,140.862141,130.874554
126.897893,125.558636,140.920633,132.598532,127.722599,130.27557,124.571003
133.332188,132.175442,144.706316,134.236143,131.624996,131.942265,127.726284
133.136609,131.923138,138.911218,125.621222,123.148289,130.453145,128.081349
131.809811,132.899471,133.082857,128.731833,125.968326,138.888302,125.398197
139.446667,136.548077,138.620271,137.734022,136.305729,138.853466,130.679836
